val_rmse_mean,val_rmse_std,val_mae_mean,val_mae_std,test_rmse_mean,test_rmse_ci_low,test_rmse_ci_high,test_mae_mean,test_mae_ci_low,test_mae_ci_high
0.8648855,0.021443943,0.663023,0.021884717,0.85043377,0.8029665648937225,0.8993544921278953,0.65115297,0.6163872227072715,0.6886072561144828
